   4.0000000000000000      ,  -211.62012344480220      ,   2.3255569633891011     
   4.0999999999999996      ,  -197.66342358680700      ,   2.2959263131981835     
   4.1999999999999993      ,  -184.05586663810439      ,   2.2649496648033334     
   4.2999999999999989      ,  -170.83496500672695      ,   2.2325767630473510     
   4.3999999999999986      ,  -158.03576745323684      ,   2.1987553898001035     
   4.4999999999999982      ,  -145.69031892178774      ,   2.1634306939900640     
   4.5999999999999979      ,  -133.82670258413080      ,   2.1265427773174861     
   4.6999999999999975      ,  -122.46880819241328      ,   2.0880254915180880     
   4.7999999999999972      ,  -111.63673532364686      ,   2.0478071276046936     
   4.8999999999999968      ,  -101.34698878393294      ,   2.0058108494873452     
   4.9999999999999964      ,  -91.612685705294652      ,   1.9619556150472108     
