    8.80   6    1.9631e+02   1.1419e+01  -2.0367e+02  -1.9225e+02   4.0589e+00
    8.70   5    1.9834e+02   1.5050e+01  -2.2372e+02  -2.0867e+02  -1.0330e+01
    8.60   5    2.0040e+02   1.9098e+01  -2.4510e+02  -2.2600e+02  -2.5600e+01
    8.50   5    2.0249e+02   2.3578e+01  -2.6782e+02  -2.4425e+02  -4.1755e+01
    8.40   5    2.0462e+02   2.8500e+01  -2.9191e+02  -2.6341e+02  -5.8796e+01
    8.30   5    2.0677e+02   3.3873e+01  -3.1736e+02  -2.8349e+02  -7.6718e+01
    8.20   5    2.0896e+02   3.9703e+01  -3.4418e+02  -3.0448e+02  -9.5517e+01
    8.10   5    2.1118e+02   4.5994e+01  -3.7235e+02  -3.2636e+02  -1.1518e+02
    8.00   4    2.1343e+02   5.2748e+01  -4.0187e+02  -3.4913e+02  -1.3570e+02
    7.90   4    2.1571e+02   5.9966e+01  -4.3272e+02  -3.7276e+02  -1.5705e+02
    7.80   5    2.1802e+02   6.7644e+01  -4.6487e+02  -3.9723e+02  -1.7921e+02
    7.70   5    2.2036e+02   7.5781e+01  -4.9832e+02  -4.2254e+02  -2.0218e+02
    7.60   5    2.2273e+02   8.4369e+01  -5.3302e+02  -4.4865e+02  -2.2592e+02
    7.50   5    2.2513e+02   9.3404e+01  -5.6894e+02  -4.7554e+02  -2.5041e+02
    7.40   6    2.2756e+02   1.0288e+02  -6.0606e+02  -5.0318e+02  -2.7562e+02
    7.30   6    2.3001e+02   1.1278e+02  -6.4432e+02  -5.3154e+02  -3.0153e+02
    7.20   6    2.3249e+02   1.2311e+02  -6.8370e+02  -5.6059e+02  -3.2809e+02
    7.10   6    2.3500e+02   1.3385e+02  -7.2414e+02  -5.9029e+02  -3.5529e+02
    7.00   6    2.3753e+02   1.4499e+02  -7.6561e+02  -6.2062e+02  -3.8309e+02
    6.90   6    2.4008e+02   1.5652e+02  -8.0806e+02  -6.5154e+02  -4.1146e+02
    6.80   6    2.4266e+02   1.6843e+02  -8.5144e+02  -6.8301e+02  -4.4035e+02
    6.70   6    2.4526e+02   1.8071e+02  -8.9571e+02  -7.1500e+02  -4.6974e+02
    6.60   6    2.4788e+02   1.9335e+02  -9.4082e+02  -7.4747e+02  -4.9959e+02
    6.50   6    2.5052e+02   2.0634e+02  -9.8672e+02  -7.8038e+02  -5.2987e+02
    6.40   6    2.5317e+02   2.1966e+02  -1.0334e+03  -8.1370e+02  -5.6053e+02
    6.30   6    2.5585e+02   2.3331e+02  -1.0807e+03  -8.4739e+02  -5.9155e+02
    6.20   6    2.5853e+02   2.4726e+02  -1.1287e+03  -8.8141e+02  -6.2288e+02
    6.10   6    2.6123e+02   2.6152e+02  -1.1772e+03  -9.1573e+02  -6.5449e+02
    6.00   6    2.6395e+02   2.7607e+02  -1.2264e+03  -9.5030e+02  -6.8635e+02
    5.90   6    2.6667e+02   2.9089e+02  -1.2760e+03  -9.8508e+02  -7.1841e+02
    5.80   6    2.6940e+02   3.0597e+02  -1.3260e+03  -1.0201e+03  -7.5065e+02
    5.70   6    2.7214e+02   3.2131e+02  -1.3765e+03  -1.0552e+03  -7.8302e+02
    5.60   6    2.7489e+02   3.3689e+02  -1.4273e+03  -1.0904e+03  -8.1549e+02
    5.50   6    2.7764e+02   3.5269e+02  -1.4784e+03  -1.1257e+03  -8.4803e+02
    5.40   6    2.8039e+02   3.6871e+02  -1.5297e+03  -1.1610e+03  -8.8059e+02
    5.30   6    2.8313e+02   3.8493e+02  -1.5812e+03  -1.1963e+03  -9.1315e+02
    5.20   6    2.8588e+02   4.0133e+02  -1.6329e+03  -1.2316e+03  -9.4568e+02
    5.10   6    2.8863e+02   4.1790e+02  -1.6846e+03  -1.2668e+03  -9.7813e+02
    5.00   6    2.9136e+02   4.3462e+02  -1.7365e+03  -1.3018e+03  -1.0105e+03
    4.90   6    2.9409e+02   4.5147e+02  -1.7882e+03  -1.3368e+03  -1.0427e+03
    4.80   6    2.9681e+02   4.6845e+02  -1.8400e+03  -1.3715e+03  -1.0747e+03
    4.70   6    2.9952e+02   4.8553e+02  -1.8916e+03  -1.4060e+03  -1.1065e+03
    4.60   6    3.0221e+02   5.0269e+02  -1.9430e+03  -1.4403e+03  -1.1381e+03
    4.50   6    3.0489e+02   5.1990e+02  -1.9942e+03  -1.4743e+03  -1.1694e+03
    4.40   6    3.0755e+02   5.3716e+02  -2.0451e+03  -1.5080e+03  -1.2004e+03
    4.30   6    3.1018e+02   5.5442e+02  -2.0957e+03  -1.5413e+03  -1.2311e+03
    4.20   6    3.1280e+02   5.7168e+02  -2.1459e+03  -1.5742e+03  -1.2614e+03
    4.10   6    3.1539e+02   5.8889e+02  -2.1957e+03  -1.6068e+03  -1.2914e+03
    4.00   6    3.1795e+02   6.0604e+02  -2.2449e+03  -1.6388e+03  -1.3209e+03
    3.90   6    3.2048e+02   6.2309e+02  -2.2935e+03  -1.6704e+03  -1.3499e+03
    3.80   6    3.2298e+02   6.4001e+02  -2.3415e+03  -1.7015e+03  -1.3785e+03
    3.70   6    3.2545e+02   6.5677e+02  -2.3888e+03  -1.7320e+03  -1.4066e+03
    3.60   6    3.2788e+02   6.7333e+02  -2.4353e+03  -1.7620e+03  -1.4341e+03
    3.50   6    3.3027e+02   6.8966e+02  -2.4810e+03  -1.7913e+03  -1.4611e+03
    3.40   6    3.3262e+02   7.0572e+02  -2.5258e+03  -1.8201e+03  -1.4875e+03
    3.30   6    3.3493e+02   7.2147e+02  -2.5697e+03  -1.8482e+03  -1.5133e+03
    3.20   6    3.3720e+02   7.3688e+02  -2.6125e+03  -1.8756e+03  -1.5384e+03
    3.10   6    3.3941e+02   7.5190e+02  -2.6542e+03  -1.9023e+03  -1.5629e+03
    3.00   6    3.4158e+02   7.6649e+02  -2.6948e+03  -1.9283e+03  -1.5868e+03
    2.90   6    3.4370e+02   7.8062e+02  -2.7342e+03  -1.9536e+03  -1.6099e+03
    2.80   6    3.4577e+02   7.9425e+02  -2.7724e+03  -1.9781e+03  -1.6324e+03
    2.70   6    3.4778e+02   8.0735e+02  -2.8092e+03  -2.0019e+03  -1.6541e+03
    2.60   6    3.4973e+02   8.1988e+02  -2.8447e+03  -2.0248e+03  -1.6751e+03
    2.50   6    3.5163e+02   8.3182e+02  -2.8788e+03  -2.0469e+03  -1.6953e+03
    2.40   6    3.5346e+02   8.4313e+02  -2.9114e+03  -2.0683e+03  -1.7148e+03
    2.30   6    3.5523e+02   8.5381e+02  -2.9426e+03  -2.0888e+03  -1.7335e+03
    2.20   6    3.5694e+02   8.6382e+02  -2.9722e+03  -2.1084e+03  -1.7515e+03
    2.10   6    3.5860e+02   8.7316e+02  -3.0004e+03  -2.1272e+03  -1.7686e+03
